0.0	-26.4760874622284
0.5	18.4566860957893
1.0	-22.4384865517350
1.5	6.1613406612874
2.0	-28.9617157557952
2.5	25.2102942324234
3.0	30.8530237396060
3.5	2.6739053882237
4.0	26.9766666416893
4.5	25.7625314827339
5.0	49.8705499282741
5.5	29.3845372905992
6.0	51.6180789326380
6.5	28.3710348913003
7.0	18.8674679777065
7.5	34.4844134924719
8.0	33.1248539870135
8.5	59.0967371843452
9.0	40.6548304400475
9.5	25.5727448734772
10.0	42.8634355621071
10.5	74.6090827502140
11.0	41.5220398568113
11.5	38.3504312247493
12.0	76.6777946981704
12.5	59.4470048802884
13.0	51.4304718693569
13.5	45.3457876998473
14.0	31.2334669749413
14.5	69.3541784883927
15.0	61.1956156190584
15.5	77.3762015528671
16.0	40.5059750651690
16.5	103.8203590414650
17.0	87.6484866261240
17.5	44.6542225187754
18.0	104.5653118368900
18.5	70.5732884752555
19.0	92.3388755945125
19.5	92.7081725452616
20.0	70.7495757667286
20.5	29.3092052960414
21.0	106.2322165248760
21.5	89.1151791821556
22.0	85.6771051958071
22.5	110.2360795850270
23.0	88.0370241429784
23.5	120.1662029084010
24.0	110.9097441314180
24.5	87.9709845336271
25.0	130.3802588504630
25.5	124.5991973451760
26.0	143.8976488049380
26.5	98.9023015754655
27.0	101.0339669538960
27.5	129.8131704055740
28.0	139.7847295479150
28.5	145.5185641506780
29.0	129.6332041210010
29.5	126.4903716629920
30.0	148.2320640889630
30.5	179.2797152543450
31.0	157.7108518164670
31.5	142.2998130556750
32.0	129.9906906523130
32.5	155.8145138763550
33.0	136.3597013825390
33.5	154.4458039842680
34.0	168.5114602124490
34.5	173.9140045017100
35.0	168.7090341144590
35.5	188.2745540985010
36.0	200.8765085215330
36.5	120.5913751162170
37.0	125.3989480596280
37.5	146.4218927946520
38.0	124.9556041601940
38.5	163.2437987301010
39.0	165.8891832824460
39.5	180.9893721053190
40.0	183.9655618257440
40.5	164.7642915015260
41.0	164.1570812696210
41.5	201.6948562947410
42.0	178.0272044130710
42.5	158.4535082564140
43.0	191.0367639973620
43.5	197.4909050064560
44.0	186.1474388608600
44.5	211.9783459455750
45.0	204.5372070675580
45.5	197.0774515111050
46.0	202.9812394377290
46.5	216.2200001028480
47.0	198.6188176662140
47.5	187.3111721098980
48.0	209.2871462908720
48.5	217.7412529915440
49.0	228.2974232071460
49.5	218.6172823511250
50.0	211.4079711070390
50.5	236.7793837668620
51.0	223.3523741948500
51.5	245.7945371397040
52.0	228.2543397292100
52.5	232.2815732453350
53.0	232.5890652282780
53.5	216.5327577919710
54.0	218.5970662688870
54.5	220.0331451994530
55.0	282.6362564550700
55.5	241.1558423032420
56.0	268.4390563942980
56.5	257.6214394174190
57.0	293.0341666151020
57.5	274.7155834095570
58.0	229.5167954360540
58.5	251.5007389091270
59.0	280.5062208155760
59.5	269.4200827188720
60.0	315.1042995385910
60.5	266.4064127297970
61.0	235.5089904922910
61.5	281.6098328646960
62.0	253.9699847101900
62.5	277.3075622458520
63.0	302.1270092460260
63.5	287.3799327195850
64.0	289.3820479394460
64.5	280.6411939780810
65.0	283.9487064752570
65.5	287.0924408648640
66.0	229.9723971916870
66.5	302.3920538729980
67.0	317.7154373583410
67.5	269.5720759652160
68.0	266.8266960351770
68.5	316.1622487686050
69.0	271.5245031272780
69.5	269.9331529561250
70.0	326.4274764160690
70.5	296.8657880682380
71.0	340.8378662269720
71.5	287.2101828069700
72.0	304.3142455803030
72.5	325.3372946498130
73.0	334.2956812558190
73.5	334.6879549863800
74.0	330.8020540661990
74.5	323.7242909731340
75.0	318.2272295216910
75.5	343.7305858976700
76.0	326.8396818789320
76.5	346.8155419101260
77.0	363.6595288159130
77.5	292.4346982342320
78.0	383.8085630705240
78.5	332.3946716524980
79.0	377.4520805583250
79.5	384.8150252867950
80.0	320.5540217228510
80.5	358.9526438339130
81.0	433.5077181166170
81.5	354.7182120622090
82.0	372.3282163952340
82.5	371.0994726383060
83.0	393.9038457804560
83.5	392.1913125219810
84.0	349.5680865726120
84.5	362.9330188405650
85.0	382.3208547898420
85.5	375.6751255971770
86.0	434.9194431301720
86.5	390.9901996307250
87.0	393.1553897959670
87.5	367.2911281058850
88.0	359.1449424474550
88.5	407.5711397392760
89.0	387.9501966321970
89.5	408.7613619575990
90.0	378.3775660124870
90.5	418.5709893200260
91.0	361.1532987505780
91.5	437.7070359868550
92.0	424.0530146202910
92.5	410.0434063976220
93.0	384.2657663748430
93.5	403.2542145436380
94.0	419.7844748428910
94.5	442.9513675936340
95.0	395.8320845206020
95.5	449.2532285942890
96.0	483.8487067335290
96.5	414.2423627133680
97.0	437.6428415372810
97.5	415.0594684825680
98.0	393.9369406699650
98.5	466.2514202903410
99.0	451.3610198432080
99.5	427.0446662931580
